walking_time,cycling_time,multi_d,health_dep
14.2653157552083,4.28213653564453,35.106,0.597
16.758842976888,5.02328847249349,35.106,0.597
11.3964650472005,3.34759623209635,35.106,0.597
13.8185038248698,4.13904037475586,35.106,0.597
13.9078338623047,4.16683832804362,35.106,0.597
13.9078338623047,4.16683832804362,35.106,0.597
14.1764363606771,4.24737192789714,35.106,0.597
14.2141357421875,4.25868174235026,35.106,0.597
14.2518351236979,4.28213653564453,35.106,0.597
14.2653157552083,4.28213653564453,35.106,0.597
14.1563344319661,4.24944203694661,35.106,0.597
13.9563405354818,4.17040506998698,35.106,0.597
14.1326365152995,4.24119160970052,35.106,0.597
14.1923360188802,4.25908940633138,35.106,0.597
14.4220855712891,4.33248545328776,35.106,0.597
15.1839904785156,4.56105702718099,35.106,0.597
15.4382029215495,4.63726857503255,35.106,0.597
15.5300699869792,4.63114878336589,35.106,0.597
15.2512410481771,4.56545155843099,35.106,0.597
10.622959391276,3.15244394938151,35.106,0.597
12.1581695556641,3.61269226074219,35.106,0.597
11.2044982910156,3.78683929443359,35.106,0.597
12.739707438151,3.78683929443359,35.106,0.597
13.5424652099609,4.06409072875977,35.106,0.597
13.3054321289063,3.9929926554362,35.106,0.597
16.1993784586589,4.86577707926432,35.106,0.597
16.1993784586589,4.86577707926432,35.106,0.597
16.758842976888,5.02328847249349,35.106,0.597
15.9229939778646,4.77557271321615,35.106,0.597
14.9998677571615,4.49781188964844,35.106,0.597
14.9998677571615,4.49781188964844,35.106,0.597
12.7454406738281,3.87360026041667,35.106,0.597
12.4128621419271,3.77457834879557,35.106,0.597
12.5987497965495,3.77457834879557,35.106,0.597
12.5987497965495,3.82972157796224,35.106,0.597
12.9288492838542,3.87360026041667,35.106,0.597
12.8926574707031,3.91797358194987,35.106,0.597
12.636073811849,3.78584289550781,35.106,0.597
12.819482421875,3.84082794189453,35.106,0.597
12.7824615478516,3.82972157796224,35.106,0.597
12.965869140625,3.88470662434896,35.106,0.597
12.965869140625,3.88470662434896,35.106,0.597
13.1127360026042,3.92870381673177,35.106,0.597
15.3246510823568,4.59161478678385,35.106,0.597
15.3246510823568,4.59161478678385,35.106,0.597
14.6287923177083,4.41531728108724,35.106,0.597
14.2312001546224,4.26750284830729,35.106,0.597
14.2312001546224,4.26750284830729,35.106,0.597
14.2312001546224,4.26750284830729,35.106,0.597
13.7646830240885,4.12756195068359,35.106,0.597
13.3670908610026,4.00828425089518,35.106,0.597
13.0028900146484,3.8958127339681,35.106,0.597
13.3903177897135,3.9393071492513,35.106,0.597
13.3914805094401,4.02474238077799,35.106,0.597
13.3914805094401,4.02474238077799,35.106,0.597
13.6776224772135,4.11052678426107,35.106,0.597
13.6776224772135,4.11052678426107,35.106,0.597
13.3903177897135,4.02439346313477,35.106,0.597
13.3914805094401,4.02474238077799,35.106,0.597
16.7573994954427,5.0158452351888,35.106,0.597
13.6764587402344,4.11017761230469,35.106,0.597
15.4987314860026,4.63824462890625,35.106,0.597
13.6764587402344,4.11017761230469,35.106,0.597
14.2639973958333,4.27830810546875,35.106,0.597
14.2639973958333,4.27830810546875,35.106,0.597
13.632920328776,4.09252497355143,35.106,0.597
13.737602742513,4.12390823364258,35.106,0.597
13.8465850830078,4.15660273234049,35.106,0.597
13.9512674967448,4.15660273234049,35.106,0.597
14.0602498372396,4.22068074544271,35.106,0.597
14.1692311604818,4.25337524414063,35.106,0.597
14.3828959147135,4.28607025146484,35.106,0.597
14.4918772379557,4.35014801025391,35.106,0.597
12.7038818359375,3.81240056355794,35.106,0.597
12.541200764974,3.76983286539714,35.106,0.597
12.541200764974,3.76983286539714,35.106,0.597
12.8261789957682,3.85526809692383,35.106,0.597
16.0671498616536,4.81927541097005,35.106,0.597
15.1127451578776,4.53295389811198,35.106,0.597
15.1127451578776,4.53295389811198,35.106,0.597
14.158339436849,4.24663238525391,35.106,0.597
13.3903177897135,4.02439346313477,35.106,0.597
9.01720987955729,2.65984217325846,35.106,0.597
9.01720987955729,2.65984217325846,35.106,0.597
6.27997792561849,1.84631856282552,35.106,0.597
6.27997792561849,1.84631856282552,35.106,0.597
12.5728871663411,3.78092803955078,35.106,0.597
12.5728871663411,3.78092803955078,35.106,0.597
10.5042714436849,3.14790420532227,35.106,0.597
10.5042714436849,3.18384043375651,35.106,0.597
9.01720987955729,2.65984217325846,35.106,0.597
6.52475026448568,1.91920216878255,35.106,0.597
6.27997792561849,1.84631856282552,35.106,0.597
6.27997792561849,1.84631856282552,35.106,0.597
5.82929229736328,1.70412127176921,35.106,0.597
5.40387878417969,1.61783561706543,35.106,0.597
7.71433563232422,2.29244944254557,35.106,0.597
7.71433563232422,2.29244944254557,35.106,0.597
8.65573933919271,3.16941197713216,35.106,0.597
6.52475026448568,1.91920216878255,35.106,0.597
8.65573933919271,3.16941197713216,35.106,0.597
8.65573933919271,3.16941197713216,35.106,0.597
8.65573933919271,3.16941197713216,35.106,0.597
13.9625996907552,4.19596176147461,35.106,0.597
9.74434509277344,2.90469741821289,35.106,0.597
13.9614369710286,4.11052678426107,35.106,0.597
13.9625996907552,4.19596176147461,35.106,0.597
12.8273417154948,3.85561701456706,35.106,0.597
12.8273417154948,3.85561701456706,35.106,0.597
12.8466918945313,3.75891876220703,35.106,0.597
12.8466918945313,3.86300659179688,35.106,0.597
12.3766906738281,3.73711318969727,35.106,0.597
13.3141377766927,4.01815490722656,35.106,0.597
12.8340352376302,3.85906728108724,35.106,0.597
13.7040669759115,3.85906728108724,35.106,0.597
13.7040669759115,4.13494160970052,35.106,0.597
13.5347564697266,4.06921259562175,35.106,0.597
14.0939961751302,4.25172831217448,35.106,0.597
12.3766906738281,3.73711318969727,35.106,0.597
11.505034383138,3.45900090535482,35.106,0.597
9.95380859375,2.91479924519857,35.106,0.597
14.0939961751302,4.25172831217448,35.106,0.597
14.4316670735677,4.32282155354818,35.106,0.597
14.1589070638021,4.32282155354818,35.106,0.597
14.1589070638021,4.24104944864909,35.106,0.597
14.1589070638021,4.24104944864909,35.106,0.597
13.9887054443359,4.19004491170247,35.106,0.597
9.95380859375,2.91479924519857,35.106,0.597
25.9311075846354,7.7909907023112,35.106,0.597
26.4972859700521,7.96072896321615,35.106,0.597
24.6777140299479,7.41348826090495,35.106,0.597
25.1669209798177,7.56014963785807,35.106,0.597
24.6777140299479,7.41348826090495,35.106,0.597
25.1669209798177,7.56014963785807,35.106,0.597
25.2497090657552,7.58415374755859,35.106,0.597
25.5250651041667,7.66676025390625,35.106,0.597
25.2497090657552,7.58415374755859,35.106,0.597
25.5250651041667,7.66676025390625,35.106,0.597
25.8004211425781,7.74936726888021,35.106,0.597
25.3516682942708,7.61483306884766,35.106,0.597
25.8004211425781,7.74936726888021,35.106,0.597
25.3516682942708,7.61483306884766,35.106,0.597
27.4325846354167,8.23182373046875,35.106,0.597
27.3766886393229,8.22267913818359,35.106,0.597
27.1237365722656,8.14679361979167,35.106,0.597
27.1237365722656,8.14679361979167,35.106,0.597
27.0447245279948,7.98775634765625,35.106,0.597
27.3200826009115,8.20489756266276,35.106,0.597
27.5954386393229,8.28750406901042,35.106,0.597
27.6433776855469,8.40536549886068,35.106,0.597
27.6433776855469,8.28163248697917,35.106,0.597
27.04287109375,8.28163248697917,35.106,0.597
25.9311075846354,7.7909907023112,35.106,0.597
22.494189453125,6.75153299967448,35.106,0.597
22.494189453125,6.75153299967448,35.106,0.597
22.3806233723958,6.67159881591797,35.106,0.597
22.114072672526,6.63752899169922,35.106,0.597
22.0005045572917,6.60345865885417,35.106,0.597
22.0005045572917,6.60345865885417,35.106,0.597
21.8870076497396,6.56940511067708,35.106,0.597
21.8870076497396,6.56940511067708,35.106,0.597
27.4220397949219,8.23557688395182,35.106,0.597
27.6973958333333,8.31315409342448,35.106,0.597
27.7604573567708,8.33131306966146,35.106,0.597
27.7604573567708,8.33131306966146,35.106,0.597
27.4830688476562,8.24770711263021,35.106,0.597
27.4830688476562,8.24770711263021,35.106,0.597
27.4830688476562,8.24770711263021,35.106,0.597
27.4830688476562,8.24770711263021,35.106,0.597
27.4830688476562,8.24770711263021,35.106,0.597
26.8814270019531,8.06144561767578,35.106,0.597
26.3637471516927,7.93083902994792,35.106,0.597
25.3092142740885,7.61469573974609,35.106,0.597
26.3227071126302,7.58409271240234,35.106,0.597
25.2026652018229,7.58409271240234,35.106,0.597
27.4830688476562,8.24770711263021,35.106,0.597
27.4830688476562,8.24770711263021,35.106,0.597
27.1436828613281,8.14100901285807,35.106,0.597
27.1436828613281,8.14100901285807,35.106,0.597
27.1436828613281,8.14100901285807,35.106,0.597
27.1436828613281,8.14100901285807,35.106,0.597
22.494189453125,6.75153299967448,35.106,0.597
26.102988688151,7.82693125406901,35.106,0.597
26.999648030599,8.09691212972005,35.106,0.597
27.1178670247396,8.13237762451172,35.106,0.597
27.1178670247396,8.13237762451172,35.106,0.597
26.7989807128906,8.03468678792318,35.106,0.597
26.7989807128906,8.03468678792318,35.106,0.597
25.3211242675781,7.62323913574219,35.106,0.597
26.2549519856771,7.90637613932292,35.106,0.597
26.2549519856771,7.90637613932292,35.106,0.597
26.5376546223958,7.9911870320638,35.106,0.597
26.5376546223958,7.9911870320638,35.106,0.597
24.9723937988281,7.48759969075521,35.106,0.597
24.9723937988281,7.48759969075521,35.106,0.597
25.015858968099,7.50016937255859,35.106,0.597
25.015858968099,7.50016937255859,35.106,0.597
25.1640441894531,7.54462432861328,35.106,0.597
25.5618794759115,7.66448974609375,35.106,0.597
25.1640441894531,7.54462432861328,35.106,0.597
25.6303507486979,7.68435262044271,35.106,0.597
25.3106892903646,7.58746134440104,35.106,0.597
25.6303507486979,7.68435262044271,35.106,0.597
25.8541788736979,7.75061950683594,35.106,0.597
25.6303507486979,7.68435262044271,35.106,0.597
26.1308125813802,7.83983662923177,35.106,0.597
25.880849202474,7.7599858601888,35.106,0.597
26.1308125813802,7.83983662923177,35.106,0.597
25.880849202474,7.7599858601888,35.106,0.597
26.0275838216146,7.80400644938151,35.106,0.597
26.102988688151,7.88898569742839,35.106,0.597
26.3099792480469,7.88898569742839,35.106,0.597
26.3006022135417,7.88617299397786,35.106,0.597
26.5075907389323,7.94822692871094,35.106,0.597
26.5075907389323,7.94822692871094,35.106,0.597
26.7041442871094,8.00832163492839,35.106,0.597
26.7041442871094,8.00832163492839,35.106,0.597
27.2627278645833,8.17376047770182,35.106,0.597
27.2627278645833,8.17376047770182,35.106,0.597
26.9427429199219,8.07781575520833,35.106,0.597
26.9427429199219,8.07781575520833,35.106,0.597
26.374658203125,7.90749206542969,35.106,0.597
26.374658203125,7.90749206542969,35.106,0.597
26.4465393066406,7.92905629475911,35.106,0.597
26.4465393066406,7.92905629475911,35.106,0.597
24.6248168945312,7.38498331705729,35.106,0.597
24.3155212402344,7.29641418457031,35.106,0.597
24.7614969889323,7.42318471272786,35.106,0.597
24.7037556966146,7.41336669921875,35.106,0.597
24.0511515299479,7.21008097330729,35.106,0.597
24.7037556966146,7.37410888671875,35.106,0.597
24.0511515299479,7.21008097330729,35.106,0.597
24.38759765625,7.31378835042318,35.106,0.597
25.0185485839844,7.50783945719401,35.106,0.597
25.0185485839844,7.50783945719401,35.106,0.597
25.0382263183594,7.50849355061849,35.106,0.597
25.0382263183594,7.50849355061849,35.106,0.597
25.1763326009115,7.54992523193359,35.106,0.597
25.1763326009115,7.54992523193359,35.106,0.597
25.6630106608073,7.69345397949219,35.106,0.597
25.6630106608073,7.69345397949219,35.106,0.597
